Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../lw_dataset/IMG/robocam_2018_01_19_17_52_07_702.jpg;-13.81411;0;0;0;99.67;85.589;0.0002671051;15.66595;-3.07954E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_07_769.jpg;-15;0;0;0;99.67;85.589;0.0002689576;12.06593;-2.527366E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_07_836.jpg;-15;0;0;0;99.67;85.589;0.00027019;9.365944;-2.084565E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_07_882.jpg;-15;0;0;0;99.67;85.589;0.0002688885;7.565918;-1.785489E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_07_935.jpg;-15;0;0;0;99.67;85.589;0.0002685827;4.865913;-1.312793E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_002.jpg;-15;0;0;0;99.67;85.589;0.0002673827;2.165878;-8.326156E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_069.jpg;-15;0;0;0;99.67;85.589;0.0002644205;358.5659;-3.39924E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_136.jpg;-15;0;0;0;99.67;85.589;0.0002624003;355.8659;1.826593E-07
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_202.jpg;-15;0;0;0;99.67;85.589;0.0002609407;353.1658;2.877252E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_249.jpg;-15;0;0;0;99.67;85.589;0.0002584599;350.4659;4.43992E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_303.jpg;-15;0;0;0;99.67;85.589;0.0002571268;348.6658;4.975821E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_379.jpg;-15;0;0;0;99.67;85.589;0.0002543442;345.0658;8.570267E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_436.jpg;-15;0;0;0;99.67;85.589;0.0002525646;342.3658;8.522781E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_505.jpg;-15;0;0;0;99.67;85.589;0.0002512232;338.7659;8.828407E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_570.jpg;-15;0;0;0;99.67;85.589;0.0002510917;336.0659;9.096188E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_636.jpg;-15;0;0;0;99.67;85.589;0.000250808;333.3659;8.50763E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_703.jpg;-15;0;0;0;99.67;85.589;0.0002490766;330.6659;8.112953E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_770.jpg;-15;0;0;0;99.66999;85.589;0.0002485796;327.066;9.457201E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_814.jpg;-15;0;0;0;99.66999;85.589;0.000249187;325.266;1.049122E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_873.jpg;-15;0;0;0;99.66999;85.589;0.0002483522;322.566;9.765792E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_08_938.jpg;-11.00911;0;0;0;99.66999;85.589;0.0002506153;320.4743;6.048113E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_005.jpg;-6.97749;0;0;0;99.66999;85.589;0.0002538105;318.5613;-2.88815E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_071.jpg;-2.982297;0;0;0;99.66999;85.589;0.0002557086;317.9063;-1.165034E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_139.jpg;1.06134;0;0;0;99.66999;85.589;0.0002581145;317.8546;-2.112324E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_204.jpg;-2.893952;0;0;0;99.66999;85.589;0.0002601056;317.5637;-3.036057E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_272.jpg;-6.861158;0;0;0;99.66999;85.589;0.0002622949;316.1545;-3.374196E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_337.jpg;-10.86854;0;0;0;99.66999;85.589;0.0002644125;314.313;-3.207928E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_404.jpg;-14.87486;0;0;0;99.66999;85.589;0.0002657332;310.9811;-2.456562E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_471.jpg;-15;0;0;0;99.66999;85.589;0.0002656691;308.2811;-1.928673E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_538.jpg;-15;0;0;0;99.66999;85.58901;0.0002657889;305.5811;-1.383521E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_604.jpg;-15;0;0;0;99.66999;85.58901;0.0002652575;302.881;-8.339542E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_671.jpg;-15;0;0;0;99.66999;85.58901;0.0002624348;299.281;-2.021172E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_738.jpg;-15;0;0;0;99.66999;85.58901;0.0002605087;296.581;2.614238E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_803.jpg;-15;0;0;0;99.66999;85.58901;0.0002601415;293.881;6.100565E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_873.jpg;-15;0;0;0;99.66999;85.58901;0.000258004;290.281;8.350257E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_09_937.jpg;-15;0;0;0;99.66999;85.58901;0.0002572596;287.5811;1.064913E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_004.jpg;-15;0;0;0;99.66999;85.58901;0.0002554405;284.881;1.266315E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_071.jpg;-15;0;0;0;99.66999;85.58901;0.0002528855;281.281;1.314472E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_138.jpg;-15;0;0;0;99.66999;85.58901;0.000251637;278.581;1.322752E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_205.jpg;-15;0;0;0;99.66999;85.58901;0.0002485813;274.981;1.239799E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_271.jpg;-15;0;0;0;99.66999;85.58901;0.0002470394;272.281;1.255336E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_339.jpg;-15;0;0;0;99.66999;85.58901;0.0002469089;269.581;1.278631E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_407.jpg;-15;0;0;0;99.66999;85.58901;0.0002478096;265.981;1.03813E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_475.jpg;-15;0;0;0;99.66999;85.58901;0.0002474984;263.281;8.895388E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_539.jpg;-15;0;0;0;99.66999;85.58901;0.0002495356;260.581;7.415346E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_605.jpg;-15;0;0;0;99.66999;85.58901;0.0002510692;256.981;6.219461E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_673.jpg;-15;0;0;0;99.66999;85.58901;0.000252337;254.2811;6.065311E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_739.jpg;-15;0;0;0;99.66999;85.58901;0.0002534865;251.5811;6.272469E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_806.jpg;-15;0;0;0;99.66999;85.58901;0.0002562744;247.9811;3.275452E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_873.jpg;-15;0;0;0;99.66999;85.58901;0.0002600974;245.2811;2.157933E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_10_940.jpg;-15;0;0;0;99.66999;85.58901;0.0002624985;242.5811;1.540788E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_006.jpg;-15;0;0;0;99.66999;85.58901;0.0002651651;238.9811;1.130974E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_072.jpg;-15;0;0;0;99.66999;85.58901;0.0002663677;236.2811;1.239161E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_141.jpg;-12.98029;0;0;0;99.66999;85.58902;0.000266842;233.7023;1.725955E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_206.jpg;-8.99356;0;0;0;99.66999;85.58902;0.00026736;231.3183;-3.488485E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_272.jpg;-4.925456;0;0;0;99.66999;85.58902;0.0002676756;230.3084;-9.180555E-06
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_339.jpg;-0.9772284;0;0;0;99.66999;85.58902;0.0002677208;229.8954;-1.728011E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_405.jpg;0;0;0;0;99.66999;85.58902;0.0002656848;229.8954;-3.00658E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_472.jpg;0;0;0;0;99.66999;85.58902;0.0002650938;229.8954;-3.902935E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_539.jpg;0;0;0;0;99.66999;85.58902;0.0002648562;229.8954;-4.61598E-05
../lw_dataset/IMG/robocam_2018_01_19_17_52_11_605.jpg;2.003517;0;0;0;99.66999;85.58902;0.0002631076;230.1358;-5.249277E-05
